participantId,age,missed_gt_5,missed_gt_10,short_rt_gt_5,short_rt_gt_10
694,13,0,0,1,0
288,10,0,0,0,0
3349,22,0,0,0,0
4294,18,0,0,0,0
140,24,0,0,0,0
200,22,0,0,0,0
172,10,0,0,0,0
44,24,0,0,0,0
35,24,0,0,0,0
5152,11,0,0,0,0
4485,16,0,0,0,0
4997,18,0,0,0,0
3573,20,0,0,0,0
551,15,0,0,0,0
41,17,0,0,0,0
2665,20,0,0,0,0
3547,25,0,0,0,0
76,22,0,0,0,0
2068,24,0,0,0,0
4868,21,0,0,0,0
381,20,0,0,0,0
5231,22,0,0,0,0
457,25,0,0,0,0
758,18,0,0,0,0
127,17,0,0,0,0
6380,24,0,0,0,0
6125,22,0,0,0,0
3978,19,0,0,0,0
5823,19,0,0,0,0
949,22,0,0,0,0
209,14,0,0,0,0
270,17,0,0,0,0
5464,19,0,0,0,0
526,19,0,0,0,0
2,15,0,0,0,0
5998,20,0,0,0,0
2804,17,0,0,0,0
2599,19,0,0,0,0
304,21,0,0,0,0
5004,20,0,0,0,0
863,19,0,0,0,0
406,18,0,0,0,0
4771,17,0,0,0,0
3880,19,0,0,0,0
6129,10,0,0,0,0
6250,24,0,0,0,0
595,24,0,0,0,0
389,24,0,0,0,0
559,11,0,0,0,0
132,20,0,0,0,0
4196,22,0,0,0,0
5139,22,0,0,0,0
578,25,0,0,0,0
5774,22,0,0,0,0
519,25,0,0,0,0
6696,15,0,0,0,0
5323,19,0,0,0,0
4580,17,0,0,0,0
373,10,0,0,0,0
3585,11,0,0,0,0
175,15,0,0,1,0
152,10,0,0,0,0
4329,12,0,0,0,0
6205,15,0,0,0,0
4384,14,0,0,0,0
5515,21,0,0,0,0
2809,17,0,0,0,0
3219,19,0,0,0,0
262,18,0,0,0,0
7672,13,0,0,1,0
5489,10,0,0,0,0
5476,14,0,0,0,0
4581,10,0,0,1,1
351,15,0,0,0,0
2336,16,0,0,0,0
6494,10,0,0,0,0
315,10,0,0,0,0
178,11,0,0,0,0
141,10,0,0,0,0
71,10,0,0,0,0
5056,10,0,0,1,1
4683,15,0,0,0,0
3788,13,0,0,0,0
5243,11,0,0,0,0
4162,21,0,0,0,0
3935,14,0,0,1,1
5345,12,0,0,0,0
2815,18,0,0,0,0
4933,23,0,0,0,0
301,12,0,0,0,0
741,19,0,0,0,0
230,14,0,0,0,0
3077,12,0,0,1,0
543,11,0,0,0,0
3042,10,0,0,0,0
194,16,0,0,0,0
346,16,0,0,0,0
3988,15,0,0,0,0
3981,10,0,0,0,0
1065,12,0,0,0,0
5030,15,0,0,0,0
6573,13,0,0,0,0
1929,10,0,0,0,0
4872,11,0,0,0,0
100,11,0,0,0,0
3772,14,0,0,0,0
7676,11,0,0,0,0
5000,25,0,0,0,0
9,10,0,0,0,0
1462,13,0,0,1,1
2682,10,0,0,0,0
1801,20,0,0,0,0
167,20,0,0,0,0
5712,21,0,0,0,0
7047,19,0,0,0,0
4987,19,0,0,0,0
60,11,0,0,0,0
6040,11,0,0,0,0
4728,20,0,0,0,0
5770,10,0,0,0,0
79,13,0,0,0,0
7048,23,0,0,0,0
4589,24,0,0,0,0
4667,19,0,0,0,0
5941,20,0,0,0,0
4663,21,0,0,0,0
344,19,0,0,0,0
556,21,0,0,0,0
214,22,0,0,0,0
584,24,0,0,0,0
6353,22,0,0,1,1
5172,18,0,0,0,0
3106,19,0,0,0,0
62,25,0,0,0,0
3237,25,0,0,0,0
7285,25,0,0,0,0
4448,24,0,0,0,0
3966,24,0,0,1,1
4274,25,0,0,0,0
256,18,0,0,0,0
5704,20,0,0,0,0
334,18,0,0,0,0
5806,24,0,0,0,0
5120,18,0,0,0,0
3455,24,0,0,1,0
6127,20,0,0,0,0
408,20,0,0,0,0
4572,25,0,0,0,0
5192,22,0,0,0,0
4584,23,0,0,0,0
191,22,0,0,0,0
480,19,0,0,0,0
101,19,0,0,0,0
6149,23,0,0,0,0
3523,24,0,0,0,0
30,16,0,0,0,0
4461,12,0,0,0,0
4538,11,0,0,1,1
710,11,0,0,1,1
233,11,0,0,1,0
540,12,0,0,0,0
96,11,0,0,0,0
5033,12,0,0,0,0
594,20,0,0,0,0
569,25,0,0,0,0
3912,18,0,0,0,0
2300,15,0,0,0,0
4896,19,0,0,0,0
3878,15,0,0,0,0
5038,19,0,0,0,0
39,19,0,0,0,0
5348,21,0,0,0,0
4586,11,0,0,0,0
104,10,0,0,0,0
6507,12,0,0,0,0
5349,23,1,0,1,1
2224,20,0,0,0,0
4192,12,0,0,0,0
472,22,0,0,0,0
3965,23,0,0,1,1
128,11,0,0,1,0
2287,19,0,0,0,0
216,24,0,0,0,0
4330,20,0,0,1,1
5138,13,0,0,0,0
2282,12,0,0,1,1
803,10,0,0,0,0
535,25,0,0,0,0
231,19,0,0,0,0
6733,13,1,0,1,0
7136,23,0,0,0,0
3754,15,0,0,0,0
5743,21,0,0,0,0
5032,15,0,0,0,0
4191,12,0,0,0,0
2700,10,0,0,0,0
1851,12,0,0,0,0
473,21,0,0,0,0
29,19,0,0,0,0
2386,17,0,0,1,1
958,20,0,0,0,0
5023,13,0,0,0,0
4079,13,0,0,0,0
6262,15,0,0,1,0
453,16,0,0,0,0
91,20,0,0,0,0
6905,25,0,0,0,0
572,10,0,0,0,0
529,23,0,0,0,0
225,18,0,0,0,0
4711,22,0,0,0,0
114,18,0,0,0,0
5701,15,0,0,0,0
4645,15,0,0,0,0
6936,14,0,0,0,0
5783,18,0,0,0,0
8,18,0,0,0,0
4539,12,0,0,0,0
5833,19,0,0,0,0
563,22,0,0,0,0
5794,19,0,0,0,0
2870,22,0,0,0,0
462,20,0,0,0,0
768,21,0,0,1,0
5523,20,0,0,0,0
2571,22,0,0,0,0
4481,20,0,0,0,0
2286,24,0,0,0,0
3550,21,0,0,0,0
490,24,0,0,0,0
2148,18,0,0,0,0
460,20,0,0,0,0
245,19,0,0,0,0
3526,23,0,0,0,0
316,18,0,0,0,0
488,11,0,0,0,0
525,21,0,0,0,0
3533,22,0,0,0,0
466,18,0,0,0,0
1321,24,0,0,0,0
322,13,0,0,0,0
4353,10,0,0,0,0
20,21,0,0,0,0
330,13,0,0,0,0
5678,13,0,0,0,0
3285,24,0,0,0,0
4319,21,0,0,0,0
5188,21,0,0,0,0
704,18,0,0,0,0
5045,24,0,0,0,0
4654,23,0,0,0,0
151,20,0,0,0,0
237,24,0,0,0,0
399,21,0,0,0,0
358,21,0,0,0,0
2134,18,0,0,0,0
826,22,0,0,0,0
148,21,0,0,0,0
396,21,0,0,0,0
446,19,0,0,0,0
2477,19,0,0,0,0
4860,14,0,0,0,0
589,19,0,0,0,0
379,11,0,0,0,0
5062,13,0,0,0,0
6087,14,0,0,0,0
558,11,0,0,0,0
6222,12,0,0,1,0
601,25,0,0,0,0
522,21,0,0,0,0
345,20,0,0,0,0
5522,21,0,0,0,0
527,10,0,0,0,0
3394,18,0,0,0,0
4743,10,0,0,0,0
4634,20,0,0,0,0
469,24,0,0,0,0
550,15,0,0,0,0
4370,22,0,0,0,0
2925,24,0,0,0,0
332,11,0,0,1,1
6919,23,0,0,1,1
242,19,0,0,0,0
4751,10,0,0,0,0
4246,19,0,0,0,0
2138,18,0,0,0,0
421,20,0,0,0,0
6852,10,0,0,0,0
3945,24,0,0,0,0
420,25,0,0,0,0
2083,12,0,0,0,0
1225,10,0,0,0,0
3681,17,0,0,0,0
688,20,0,0,0,0
672,19,0,0,0,0
2082,21,0,0,0,0
6769,12,0,0,0,0
6274,18,0,0,0,0
2855,23,0,0,0,0
4983,21,0,0,0,0
3169,21,0,0,0,0
7137,11,0,0,1,1
7977,18,0,0,0,0
5498,22,0,0,0,0
5251,21,0,0,0,0
4153,23,0,0,0,0
5505,17,0,0,0,0
2135,19,0,0,0,0
4938,12,0,0,0,0
6533,13,0,0,0,0
5259,21,0,0,0,0
3387,10,0,0,0,0
2283,18,0,0,0,0
2125,18,0,0,0,0
201,20,0,0,0,0
3085,19,0,0,0,0
5623,19,0,0,0,0
4939,10,0,0,1,0
163,10,0,0,0,0
254,17,0,0,1,0
4136,14,0,0,0,0
916,10,1,0,1,1
313,19,0,0,0,0
81,23,0,0,0,0
13,18,0,0,0,0
4460,18,0,0,0,0
2517,18,0,0,0,0
117,25,0,0,0,0
3889,25,0,0,0,0
5140,16,0,0,0,0
4725,21,0,0,0,0
879,19,0,0,0,0
5052,23,0,0,0,0
454,20,0,0,0,0
4078,24,0,0,0,0
2957,20,0,0,0,0
4914,24,0,0,0,0
837,17,0,0,0,0
3161,19,0,0,0,0
5422,20,0,0,1,0
4921,22,1,0,1,0
249,22,0,0,0,0
3128,21,0,0,0,0
417,24,0,0,0,0
1143,21,0,0,0,0
153,16,0,0,0,0
5931,21,0,0,0,0
4155,11,0,0,1,0
243,12,0,0,0,0
3766,11,0,0,0,0
259,16,0,0,0,0
149,12,0,0,0,0
3026,13,0,0,0,0
4320,12,0,0,0,0
4438,17,0,0,0,0
5503,17,0,0,0,0
3563,12,0,0,0,0
367,19,0,0,0,0
4674,11,0,0,0,0
3784,19,0,0,0,0
292,20,0,0,0,0
6590,23,0,0,0,0
4557,21,0,0,0,0
4175,18,0,0,0,0
251,22,0,0,0,0
1297,18,0,0,0,0
843,10,0,0,0,0
582,11,0,0,0,0
5980,14,0,0,0,0
261,19,0,0,0,0
52,18,0,0,0,0
375,21,0,0,0,0
828,11,0,0,0,0
5452,22,0,0,0,0
573,24,0,0,0,0
6269,18,0,0,0,0
2709,22,0,0,0,0
265,18,0,0,0,0
6107,16,0,0,0,0
5057,25,0,0,0,0
4577,21,0,0,0,0
577,13,0,0,0,0
3849,10,0,0,0,0
3783,18,0,0,0,0
2223,14,0,0,0,0
3987,12,0,0,0,0
5109,23,0,0,0,0
3045,20,0,0,0,0
5333,25,0,0,0,0
4592,18,0,0,0,0
319,16,0,0,0,0
4105,25,0,0,0,0
295,18,0,0,0,0
4010,21,0,0,0,0
5307,18,0,0,0,0
432,17,0,0,0,0
482,19,0,0,1,1
6624,18,0,0,1,0
384,17,0,0,0,0
3174,14,0,0,0,0
538,16,0,0,0,0
227,20,0,0,0,0
3254,13,0,0,1,1
5716,23,0,0,0,0
3595,25,0,0,0,0
455,24,0,0,0,0
4103,24,0,0,0,0
1189,19,0,0,0,0
3797,20,0,0,0,0
311,22,0,0,0,0
4965,20,0,0,0,0
3251,22,0,0,0,0
549,22,0,0,0,0
158,22,0,0,0,0
5357,19,0,0,0,0
6666,23,0,0,0,0
40,14,0,0,0,0
4591,18,0,0,0,0
207,11,0,0,0,0
169,22,0,0,0,0
2661,12,0,0,0,0
3747,22,0,0,0,0
4701,24,0,0,0,0
6519,18,0,0,0,0
479,19,0,0,0,0
3529,12,0,0,0,0
459,16,0,0,0,0
1980,21,0,0,0,0
6325,10,0,0,0,0
112,22,0,0,0,0
3793,21,0,0,0,0
560,20,0,0,0,0
5281,25,0,0,0,0
166,15,0,0,0,0
7138,11,0,0,0,0
5870,20,0,0,0,0
5914,16,0,0,0,0
335,24,0,0,0,0
58,12,0,0,0,0
1190,21,0,0,0,0
2086,13,0,0,0,0
4907,12,0,0,0,0
3874,11,0,0,1,0
3725,24,0,0,0,0
4509,11,0,0,0,0
1883,10,0,0,0,0
4135,21,0,0,0,0
2696,23,0,0,1,1
3992,23,0,0,0,0
4534,23,0,0,0,0
5469,24,0,0,1,1
4243,23,0,0,0,0
3329,22,0,0,0,0
458,22,0,0,0,0
3223,18,0,0,1,1
203,24,0,0,0,0
368,24,0,0,0,0
3118,23,0,0,0,0
2650,12,0,0,1,1
4349,24,0,0,0,0
4594,22,0,0,1,1
4760,19,0,0,0,0
4598,11,0,0,1,1
5486,15,0,0,0,0
281,13,0,0,0,0
3097,11,0,0,0,0
448,14,0,0,0,0
4593,11,0,0,0,0
177,15,0,0,0,0
611,25,0,0,0,0
1932,13,0,0,0,0
252,25,0,0,0,0
3516,24,0,0,0,0
416,18,0,0,0,0
224,19,0,0,0,0
3253,18,0,0,0,0
4930,15,0,0,0,0
5690,22,0,0,0,0
513,25,0,0,1,0
3975,12,0,0,0,0
6235,11,0,0,0,0
431,23,0,0,0,0
5715,14,0,0,0,0
283,21,0,0,0,0
4710,22,0,0,0,0
2218,12,0,0,0,0
2290,16,0,0,0,0
4854,11,0,0,0,0
3339,23,0,0,0,0
2431,14,0,0,0,0
282,14,0,0,0,0
2803,23,1,0,1,1
3967,21,0,0,0,0
170,23,0,0,0,0
135,18,0,0,0,0
4552,14,0,0,0,0
440,18,0,0,0,0
4837,22,0,0,0,0
308,21,0,0,0,0
1206,11,0,0,0,0
3195,23,0,0,0,0
434,14,0,0,0,0
3192,14,0,0,0,0
4566,12,0,0,0,0
484,11,0,0,0,0
89,13,0,0,0,0
144,14,0,0,0,0
3158,15,0,0,0,0
552,11,0,0,0,0
449,25,0,0,0,0
123,17,0,0,0,0
423,13,0,0,1,1
600,12,0,0,0,0
69,13,0,0,0,0
438,12,0,0,0,0
2446,23,0,0,0,0
392,18,0,0,0,0
57,12,0,0,0,0
6417,13,0,0,0,0
5999,20,0,0,0,0
354,13,0,0,0,0
121,11,0,0,0,0
4687,21,0,0,0,0
4472,11,0,0,0,0
6309,13,0,0,0,0
3944,12,0,0,0,0
2407,11,0,0,0,0
3521,11,0,0,0,0
238,23,0,0,0,0
973,12,0,0,0,0
7202,12,0,0,1,1
331,20,0,0,0,0
3544,24,0,0,0,0
450,12,0,0,0,0
86,18,0,0,0,0
185,18,0,0,0,0
4916,17,0,0,0,0
5946,12,0,0,0,0
3056,14,0,0,0,0
222,23,0,0,0,0
4144,14,0,0,0,0
